timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004516,0.0,0.004516
3,0.0,8.3e-05,0.0,0.0,0.0,8.3e-05,0.076483,0.0,0.076483,0.0,0.0,0.0,0.0,0.076483,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.003434,0.0,3e-06,0.0,0.0,0.0,0.0,0.003434,0.003434,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38593,0.0,0.0,0.0,0.0,0.0,0.38593,0.0,0.38593
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,1.8e-05
9,0.0,0.976237,0.0,0.0,0.0,0.976237,0.0,0.976237,0.00242,0.0,0.0,0.0,0.0,0.00242,0.0,0.0
10,0.0,4.4e-05,0.0,0.0,0.0,4.4e-05,0.045683,4.4e-05,0.045683,0.0,0.0,0.0,0.0,0.045683,0.0,0.0
11,0.0,0.13501,0.0,0.0,0.0,0.13501,0.270197,0.13501,0.270197,0.0,0.0,0.0,0.0,0.534307,0.000517,0.534307
12,0.0,0.049667,0.0,0.0,0.0,0.049667,0.0994,0.049667,0.0994,0.0,0.0,0.0,0.0,0.196561,0.00019,0.196561
13,0.0,0.018272,0.0,0.0,0.0,0.018272,0.036567,0.018272,0.036567,0.0,0.0,0.0,0.0,0.072311,7e-05,0.072311
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.488605,0.0,0.0,0.0,0.0,0.020924,0.0,0.488605
16,0.0,0.00091,0.0,0.0,0.0,0.00091,0.001821,0.110265,0.848868,0.0,0.0,0.848868,0.0,0.848868,3e-06,0.465868
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.005045,0.005045,0.0,0.005045,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.000214,0.0,0.000214,0.0,0.0,0.000214,0.0,0.000214,0.0,0.000214
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-05,0.030477,0.0,0.0,0.0,0.0,5.8e-05,0.0,0.030477
20,0.0,0.000558,0.0,0.0,0.0,0.000558,0.0,0.0,0.000558,0.0,0.271116,0.271116,0.0,0.271116,0.0,1e-06
21,0.0,0.173934,0.0,0.0,0.0,0.173934,0.628855,0.051029,0.628855,0.0,0.322865,0.628855,0.0,0.628855,0.0,0.628855
22,0.0,0.0,0.0,0.0,0.0,0.021862,0.0,0.285033,0.005932,0.000108,0.0,0.021862,0.0,0.000108,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.026112,0.0,0.346778,0.007232,0.0,0.0,0.026112,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.032639,0.448355,0.120969,5.6e-05,0.0,0.0,0.032639,0.0,0.0,0.008956,0.0
25,0.0,0.0,0.0,0.0,0.0,0.052167,0.708497,0.19225,0.0,0.0,0.0,0.052167,0.0,0.0,0.014155,0.0
26,0.0,0.001172,0.0,0.0,0.0,0.779599,0.598752,0.890619,0.050873,0.007348,0.002175,0.779599,0.0,0.007348,0.682954,0.004237
27,0.0,0.0,0.0,0.0,0.0,0.396456,0.014259,0.003227,0.0,0.0,0.0,0.396456,0.0,0.0,0.070459,0.0
28,0.0,0.0,0.02999,0.006027,0.0,0.006027,1e-06,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,3e-06,0.0
29,0.0,0.035583,1e-06,0.188392,0.0,0.188392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,2e-06,0.0,0.038068,0.0,0.038068,0.0,0.006383,5e-05,0.0,0.0,0.0,0.0,5e-05,0.0,0.0
31,0.0,0.039022,0.0,0.2066,0.0,0.2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.265972,0.012898,0.912507,0.0,0.991807,0.004405,0.599287,0.71066,1.8e-05,5e-06,0.006143,0.0,0.372244,0.005168,0.71066
33,0.0,0.0,0.0,0.001067,0.0,0.001067,0.015564,0.00019,1e-06,0.0,0.042883,0.0,0.0,0.0,0.0,0.025835
34,0.0,0.0,0.0,0.0,0.0,0.0,7.6e-05,0.095779,0.095779,0.0,2e-06,7.6e-05,0.0,0.095779,0.002693,1e-06
35,0.0,0.013242,0.000642,0.068269,0.0,0.415851,0.598223,0.29096,0.469439,1e-06,0.098773,0.142437,0.0,0.851419,0.203576,0.529933
36,0.0,0.0,0.529115,0.106334,0.0,0.106334,0.000436,0.0,0.0,0.0,0.0,0.000166,0.0,0.000436,0.0,0.0
37,0.0,0.628625,2.4e-05,5e-06,0.0,0.628625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
