timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925311,0.925311,0.0,0.0,0.0,0.0,0.925311,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301426,2.1e-05,0.0,0.0,0.0,0.0,2.1e-05,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211299,0.211299,0.0,0.0,0.0,0.0,0.211299,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314916,0.799036,0.0,0.0,0.0,0.0,0.799036,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.396742,0.0,5e-06,0.0,0.0,0.0,0.0,5e-06,0.0,0.0
7,0.0,0.0,0.0,0.0,0.000359,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-05,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.001535,0.0,0.000392,0.0,0.0,0.0,0.0,0.000782,0.0,0.001535
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000371
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685374,0.0,0.0,0.0,0.0,0.000114,0.0,0.0
12,0.0,0.0,0.0,0.0,0.003048,0.0,0.026045,0.000287,0.354241,0.0,0.0,0.0,0.0,0.855829,0.0,0.061433
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054067,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
14,0.0,0.0,0.0,0.001673,0.0,0.004964,0.0,0.014726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.004263,0.0,0.0,0.0,1e-06,0.004263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.001585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001585
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000589,0.0,0.0,0.0,0.0,0.0,0.000589,0.0
18,0.0,0.0,0.0,0.0,0.397619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13994
19,0.0,0.0,0.372396,0.010612,0.335469,0.920755,0.920755,0.577078,0.064332,0.0,0.0,0.0,0.0,0.00078,0.064332,0.920755
20,0.0,0.0,0.0,0.0,0.0,2e-05,2e-05,0.198392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.147566,0.0,0.0,0.0,0.0,0.147566,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,7e-06,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081641
24,0.0,0.0,0.0,0.0,0.0,0.0,0.027816,0.0,0.0,0.0,0.0,0.0,0.0,0.027816,0.0,4e-06
25,0.0,0.0,0.0,0.0,0.0,0.0,0.006917,0.0,0.0,0.0,0.0,0.0,0.0,0.006917,0.0,0.0
26,0.0,0.0,0.512383,1e-05,0.000306,0.00084,0.223715,0.780926,0.005565,0.0,0.0,0.463412,0.0,0.223715,5.9e-05,0.419122
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.387329,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.387329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.085373
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022563,0.0,0.0,0.0,0.0,0.0,0.022563,0.0,4e-06
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,6.5e-05,0.0,0.0,0.004174,0.0,1e-06,0.0,0.0
32,0.0,0.016658,0.503054,0.0,1e-06,0.006956,0.000555,0.503054,0.140364,0.0,0.0,0.212696,0.0,0.09263,0.0,0.038927
33,0.0,0.0,0.0,0.0,0.0,0.0,0.000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.002254,0.068081,0.0,0.0,0.000941,0.16102,0.947774,0.018996,0.0,0.0,0.028785,0.0,0.398294,0.0,0.398294
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02313,0.02313,0.0,0.0,0.0,0.0,0.02313,0.0,0.0
38,0.0,0.0,0.004189,0.000584,0.0,0.0,0.0,0.245866,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
39,0.0,0.0,0.000815,0.0,0.0,0.000815,0.0,1.1e-05,0.055133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598547,3e-06,0.0,0.0,0.0,0.0,0.000155,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.117901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024483,5e-06,0.0,0.0,0.0,0.0,0.024483,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.004529,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
44,0.0,0.0,0.003309,0.94028,0.0,0.003309,7e-06,0.50408,0.214441,0.0,0.0,1e-06,0.0,0.50408,0.0,1.8e-05
45,0.0,0.0,0.660856,2.5e-05,0.0,0.660856,0.0,0.01005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.352952,0.127253,0.0,0.352952,1e-06,0.799796,0.467441,0.0,0.0,0.0,0.0,0.61397,0.0,2e-06
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.005056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001257,0.0,0.0,0.0,0.0,0.0,0.001257,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.843005,0.000857,0.0,0.002378,0.370158,0.069398,0.159352,0.0,0.0,0.762935,0.0,0.370158,0.0,0.69047
52,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.03559,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,1e-06
53,0.0,0.0,0.114088,0.000116,0.0,0.605129,0.050096,0.263535,0.021566,0.0,0.0,0.103252,0.0,0.050096,0.0,0.093445
54,0.001218,0.001218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.188048,0.188048,0.01544,1.6e-05,0.0,0.081895,0.00678,0.035666,0.439427,0.0,0.0,0.013974,0.0,0.00678,0.0,0.012646
56,0.0,0.0,0.000105,0.0,0.000187,0.0,0.000187,0.0,0.0,0.0,0.0,5.4e-05,0.0,0.0,0.0,0.0
57,0.02545,0.02545,0.823055,2e-06,0.739657,0.011083,0.155907,0.004827,0.05947,0.0,0.0,0.137714,0.0,0.664708,0.0,0.536826
58,0.0,0.0,0.027966,0.0,2e-06,0.0,0.0,0.000426,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
59,0.0,0.0,0.287343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.001267,0.001267,0.493525,0.0,0.761308,0.000552,0.007762,0.062274,0.002961,0.0,0.0,0.006856,0.0,0.033094,0.0,0.026727
61,0.000466,0.000466,0.181558,0.0,0.432033,0.432033,0.002856,0.022909,0.001089,0.0,0.0,0.002522,0.0,0.012175,0.0,0.009832
62,0.0,0.0,0.0,0.0,0.0,0.709071,0.0,0.709071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
