timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.374393,0.026943,0.0,0.026943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.175096,1.7e-05,1e-06,0.672253,0.672253,0.0,0.0,0.00088,0.0,0.0,0.0,0.0,0.175096,0.0,0.003282
5,0.0,8e-06,0.0,0.08189,3.1e-05,0.08189,0.0,0.0,0.021968,0.0,0.0,0.021968,0.0,0.000424,0.0,0.0
6,0.0,0.113694,0.045128,0.94601,0.130066,0.94601,0.0,0.0,0.635243,0.0,0.0,0.251122,0.0,0.16922,0.0,0.635243
7,0.0,0.0,0.005743,2.6e-05,9.7e-05,0.023032,0.0,0.023032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,1e-06,0.631637,0.0,0.0,0.0,0.0,0.631637,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098045,0.023815,0.0,0.0,0.0,0.0,0.098045,0.048321,0.023815
10,0.0,0.000924,0.0,0.000238,0.0,0.66474,0.0,4e-06,0.000924,0.0,0.0,0.0,0.0,0.012833,2e-06,1e-06
11,0.0,0.182915,0.402823,0.159697,0.007271,0.690134,0.0,0.690134,0.897886,0.0,0.0,0.001692,0.0,0.601407,0.09996,0.093132
12,0.0,0.0,0.0,0.712639,0.002986,0.171945,0.0,0.712639,0.712639,0.0,0.0,0.000801,0.0,0.0,0.0,0.0
13,0.0,0.0,0.104157,3.2e-05,0.0,0.028683,0.0,3.2e-05,3.2e-05,0.0,0.0,0.0,0.0,0.000489,0.0,0.0
14,0.0,0.0,0.017764,0.001278,0.0,0.001278,0.0,0.0,0.920158,0.0,0.0,0.000313,0.0,0.0,0.0,0.920158
15,0.0,0.008308,1e-06,0.0,0.031897,0.031897,0.0,0.0,0.443228,0.0,0.0,0.0,0.0,0.443228,0.0,0.000156
16,0.0,0.0,0.0,0.777035,1e-06,0.777035,0.0,0.0,0.001042,0.0,0.0,0.001042,0.0,2e-05,0.0,0.0
17,0.0,0.083822,0.033271,0.69258,0.789976,0.789976,0.0,0.006514,0.4667,0.0,0.0,0.185142,0.0,0.12476,0.000248,0.4667
18,0.0,0.0,0.000254,1e-06,4e-06,0.001019,0.0,0.001019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.011344,0.160766,0.909722,0.106912,0.18472,0.0,0.18472,0.699231,0.0,0.0,0.025056,0.0,0.699231,3.4e-05,0.063161
20,0.0,0.0,0.0,0.741463,0.003403,0.741463,0.0,0.187256,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
21,0.0,0.001535,0.021757,0.464518,0.789986,0.789986,0.0,0.311135,0.094631,0.0,0.0,0.003391,0.0,0.094631,5e-06,0.008548
22,0.0,0.0,0.0,0.014642,4e-06,0.815047,0.0,0.000981,0.815047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.439191,1e-06,0.0,3.7e-05,0.0,0.0,0.439191,0.0,0.0,0.0,0.0,0.031606,0.0,0.031606
24,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.889781,0.0,0.0,0.0,0.0,0.889781,0.0,0.001033
25,0.0,0.0,0.000561,0.0,0.0,0.029076,0.0,0.0,0.029076,0.0,0.0,0.0,0.0,4e-05,0.0,0.108388
26,0.0,0.014006,0.0,0.001008,0.001008,0.014006,0.725481,0.000263,1e-06,0.0,0.0,0.0,0.0,0.725481,0.0,5e-06
27,0.0,1e-06,0.0,0.341192,0.0,0.341192,3.3e-05,0.024554,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.0,0.0
28,0.0,0.17681,0.0,0.709085,0.0,0.709085,0.0,1e-06,0.000802,0.0,0.0,0.0,0.0,0.0,0.0,0.000802
29,0.0,8e-06,0.0,3.2e-05,0.0,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.113805,0.494981,0.648583,0.009187,0.969443,0.494981,0.034366,0.969443,0.0,0.0,0.0,0.0,0.017737,0.0,0.648583
31,0.0,0.700457,0.182093,0.611543,0.00338,0.700457,0.182093,0.410851,0.356638,0.0,0.0,0.382786,0.0,0.911317,0.700457,0.2386
32,0.0,1e-06,0.003463,0.0,0.0,0.75456,0.0,0.75456,0.190565,0.0,0.0,0.000929,0.0,0.190565,1e-06,0.0
33,0.0,0.0,0.0,0.0,0.091916,3.4e-05,0.0,3.4e-05,0.091916,0.0,0.0,0.024658,0.0,9e-06,0.0,0.0
34,0.0,0.0,0.0,0.000996,4e-06,0.883053,0.0,0.0,0.000996,0.0,0.0,1e-06,0.0,0.015044,0.0,0.00024
35,0.0,0.546894,0.000146,0.039357,0.0,0.546894,0.0,0.0,0.009624,0.0,0.0,0.0,0.0,0.009624,0.0,0.0
36,0.0,0.255774,0.0,2e-06,0.981994,0.981994,0.0,0.0,0.001286,0.0,0.0,0.0,0.0,0.255774,0.0,0.004794
37,0.0,0.32099,0.05594,0.097929,0.367212,0.808687,0.000451,0.808687,0.708984,0.0,0.0,0.708984,0.0,0.477754,0.001736,0.215664
38,0.0,0.0,0.0,0.781735,0.0,0.781735,0.0,0.000286,0.015092,0.0,0.0,1e-06,0.0,0.0,0.0,0.015092
39,0.0,0.043441,0.615637,0.707365,0.049697,0.409407,6.1e-05,0.707365,0.241869,0.0,0.0,0.095951,0.0,0.064657,0.000235,0.241869
40,0.0,0.0,0.0,1e-06,0.0,0.0,0.86014,1e-06,0.0,0.0,0.0,0.0,0.0,0.86014,0.0,0.0
41,0.0,0.005879,0.083317,0.471466,0.798044,0.803311,0.362379,0.095731,0.032733,0.0,0.0,0.012985,0.0,0.362379,3.2e-05,0.032733
42,0.0,0.002163,0.030651,0.654393,0.9734,0.50298,0.133312,0.438314,0.012042,0.0,0.0,0.004777,0.0,0.133312,1.2e-05,0.012042
43,0.0,0.0,0.0,0.030214,0.000132,0.450792,0.0,0.450792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,1e-06,0.0,0.001139,0.0,2e-05,0.001139,0.0,0.0,0.0,0.0,0.97305,0.0,0.97305
45,0.0,0.0,0.000614,0.0,0.0,0.0,0.0,0.0,0.118531,0.0,0.0,0.0,0.0,0.118531,0.0,0.031797
46,0.0,4e-05,0.175595,0.035086,0.020383,0.068718,0.002442,0.658059,0.658059,0.0,0.0,8.7e-05,0.0,0.658059,0.0,0.658059
47,0.0,1.5e-05,0.064598,0.012908,0.007499,0.02528,0.000898,0.899731,0.899731,0.0,0.0,3.2e-05,0.0,0.899731,0.0,0.242087
48,0.0,5e-06,0.023764,0.004748,0.002759,0.0093,0.00033,0.557708,0.557708,0.0,0.0,1.2e-05,0.0,0.557708,0.0,0.089059
49,0.0,2e-06,0.008742,0.001747,0.001015,0.003421,0.000122,0.767669,0.767669,0.0,0.0,4e-06,0.0,0.767669,0.0,0.032763
50,0.0,1e-06,0.003216,0.932974,0.000373,0.001259,4.5e-05,0.628691,0.28241,0.0,0.0,2e-06,0.0,0.28241,0.0,0.012053
