timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.000197,0.0,0.0,0.0,0.141871,0.0,0.0,0.141871,0.0,0.0,0.0,0.141871
9,0.0,0.0,0.0,0.004633,0.0,0.004633,0.0,0.0,0.004633,0.0,0.0,6e-06,0.0,0.0,0.0,6e-06
10,0.0,0.0,0.088902,0.0,0.088902,0.088902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139,0.0,0.0
11,0.0,0.0,0.543725,0.543725,0.2888,0.2888,0.0,0.0,0.543725,0.0,0.0,0.040955,0.0,0.15139,0.0,0.040955
12,0.0,0.0,0.0,6.3e-05,0.042749,0.0,0.0,0.0,0.042749,0.0,0.0,6.3e-05,0.0,0.042749,0.0,0.0
13,0.0,0.001354,0.0,0.0,2e-06,0.001354,0.0,0.0,0.001354,0.0,0.0,0.0,0.0,2e-06,0.0,0.0
14,0.0,0.190043,0.02707,0.051476,0.725415,0.725415,0.0,0.725415,0.190043,0.0,0.0,0.051476,0.0,0.369633,0.0,0.002039
15,0.0,0.069913,0.009959,0.018937,0.266865,0.266865,0.0,0.266865,0.069913,0.0,0.0,0.018937,0.0,0.13598,0.0,0.00075
16,0.0,0.025719,0.003664,0.006967,0.098174,0.098174,0.0,0.098174,0.025719,0.0,0.0,0.006967,0.0,0.050024,0.0,0.000276
17,0.0,0.009462,0.001348,0.002563,0.036116,0.036116,0.0,0.036116,0.009462,0.0,0.0,0.002563,0.0,0.018403,0.0,0.000102
18,0.0,0.003481,0.000496,0.000943,0.013286,0.013286,0.0,0.013286,0.003481,0.0,0.0,0.000943,0.0,0.00677,0.0,3.7e-05
19,0.0,0.00128,0.000182,0.000347,0.004888,0.004888,0.0,0.004888,0.00128,0.0,0.0,0.000347,0.0,0.002491,0.0,1.4e-05
20,0.0,0.000471,6.7e-05,0.000128,0.001798,0.001798,0.0,0.001798,0.000471,0.0,0.0,0.000128,0.0,0.000916,0.0,5e-06
21,0.0,0.000173,2.5e-05,4.7e-05,0.000661,0.000661,0.0,0.000661,0.000173,0.0,0.0,4.7e-05,0.0,0.000337,0.0,2e-06
22,0.0,6.4e-05,9e-06,1.7e-05,0.000243,0.000243,0.587847,0.000243,6.4e-05,0.0,0.0,1.7e-05,0.0,0.587847,0.587847,0.587847
23,0.0,0.0,0.0,0.0,0.000164,0.120349,0.120349,0.0,0.120349,0.0,0.0,0.000164,0.0,0.120349,0.0,0.0
24,0.0,0.0,0.0,0.0,0.003455,5e-06,5e-06,0.0,5e-06,0.0,0.0,0.0,0.0,0.003455,0.0,0.0
25,0.0,3e-06,0.760878,1e-06,0.760878,0.10951,0.760878,1.2e-05,0.39878,0.0,0.0,0.056613,0.0,0.760878,0.029267,0.029267
26,0.0,0.0,0.002104,0.0,0.002104,0.0,3e-06,0.002104,0.002104,0.0,0.0,0.0,0.0,3e-06,0.0,0.0
27,0.0,0.768346,0.198611,0.0,0.198611,0.014821,0.102974,0.198611,0.768346,0.0,0.0,0.38846,0.0,0.768346,0.38846,0.003961
28,0.0,3e-06,0.0,0.0,0.002657,0.002657,0.0,0.0,0.002657,0.0,0.0,0.0,0.0,0.002657,0.0,0.0
29,0.0,0.0,0.0,0.000111,0.0,0.000111,0.20102,0.20102,0.0,0.0,0.0,0.0,0.0,0.20102,0.0,0.0
30,0.0,0.038254,0.009888,0.147933,0.623823,0.147933,0.31335,0.31335,0.623823,0.0,0.0,0.01934,0.0,0.623823,0.01934,0.000197
31,0.0,0.0,0.000331,0.0,0.000331,0.0,0.0,0.225152,0.225152,0.0,0.0,0.0,0.0,0.225152,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.000292,0.0,0.0,0.0,0.0,0.008343,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.000267,0.20853,0.000267,0.006616,0.0,0.0,0.0,0.0,0.20853,0.0,0.0
34,0.0,0.0,0.0,0.0,0.006914,0.0,9e-06,0.0,0.006914,0.0,0.0,0.0,0.0,0.006914,0.0,0.0
35,0.0,0.0,0.151951,0.0,0.000206,0.0,0.0,0.151951,0.000206,0.0,0.0,0.0,0.0,0.000206,0.0,0.0
36,0.0,0.0,0.005639,0.005639,0.0,0.0,0.0,0.005639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,3.5e-05,0.219193,0.219193,0.057915,0.008043,0.015658,0.219193,0.451857,0.0,0.0,0.451857,0.0,0.057915,1.8e-05,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013572,0.0,0.0,0.013572,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.010369,0.0,0.0,0.0,0.0,0.0,0.0,0.010369,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456681
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03136
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322001,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,4e-06,0.0,0.0,4e-06,0.0,0.784151,0.044453,0.000237
51,0.907019,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,1e-06,0.0,0.0,1e-06,0.0,0.288473,0.016353,8.7e-05
52,0.000755,0.226656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
