timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.000325,0.0,0.0,0.0,0.0,0.191965,0.191965,0.0,0.0,0.0,0.0,0.191965,0.0,0.0
3,0.0,0.0,0.003193,0.0,0.0,0.0,0.0,9e-06,0.003193,0.0,0.0,0.0,0.0,0.163468,0.163468,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031806,0.031806,0.0,0.0,0.0,0.0,0.031806,0.003116,5.3e-05
5,0.0,0.0,0.000529,0.0,0.0,0.0,0.0,0.000529,0.037213,0.0,0.0,0.0,0.0,0.037213,0.0,0.266269
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138116,0.0,0.0,0.0,0.0,0.138116,0.0,0.003299
7,0.0,0.0,0.063644,0.0,0.716164,0.0,0.0,0.063644,0.716164,0.0,0.0,0.0,0.0,0.716164,0.373191,0.207754
8,0.0,0.0,0.0,0.0,0.000122,0.001221,0.0,0.001221,2e-06,0.0,0.0,0.0,0.0,2e-06,0.0,0.0
9,0.0,0.0,0.023925,0.0,0.023925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,6.8e-05,6.8e-05,1e-06,0.0,0.0,0.0,0.000591,0.0,0.0,0.0,0.0,0.0,0.0,0.000591
11,0.0,0.0,0.381494,0.381494,0.006262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00074
12,0.0,0.0,1.7e-05,1.7e-05,0.0,0.0,0.0,0.0,0.000152,0.0,0.0,0.000152,0.0,0.0,0.0,0.000152
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.0,0.0,0.00019,0.0,0.101699
14,0.0,0.0,0.045213,0.045213,0.029977,0.001267,0.0,0.001267,0.156159,0.0,0.0,0.056174,0.0,0.690979,0.375597,0.375597
15,0.0,0.0,0.0,0.0,0.0,0.0,0.000592,0.033455,0.033455,0.0,0.0,0.0,0.0,0.000592,0.280731,0.280731
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,2e-06,0.0,0.0,0.530291,0.0,0.0,1.3e-05,0.530291
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012386,0.107602,0.0,0.0,0.107602,0.0,0.107602,0.0,0.000204
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13465,0.13465,0.0,0.0,5e-06,0.0,5e-06,0.0,0.13465
19,0.0,0.0,0.0,0.0,0.0,0.0,0.002967,6e-06,5.2e-05,0.0,0.0,0.026003,0.0,0.026003,0.026003,6e-06
