timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.960665,0.0,0.862341,0.0,0.620966,0.555076,0.0,0.0,0.0,0.773558,0.0,0.0,0.0,0.693438
5,0.0,0.0,0.667963,0.0,0.600985,0.0,0.825146,0.742406,0.0,0.0,0.0,0.540723,0.0,0.0,0.0,0.917106
6,0.0,0.0,0.887932,0.0,0.799911,0.0,0.577951,0.985639,0.0,0.0,0.0,0.71923,0.0,0.0,0.0,0.645395
7,0.0,0.0,0.609197,0.0,0.549487,0.0,0.748558,0.675395,0.0,0.0,0.0,0.917035,0.0,0.0,0.0,0.828896
8,0.0,0.0,0.065161,0.0,0.02365,0.0,0.494633,0.179529,0.0,0.0,0.0,0.00866,0.0,0.0,0.0,0.003115
9,0.0,0.0,0.279965,0.0,0.252982,0.0,0.855136,0.309827,0.0,0.0,0.0,0.772489,0.0,0.0,0.0,0.946346
10,0.0,0.0,0.102993,0.0,0.093067,0.0,0.779965,0.113979,0.0,0.0,0.0,0.953534,0.0,0.0,0.0,0.862141
11,0.0,0.0,0.113513,0.0,0.0412,0.0,0.854055,0.311823,0.0,0.0,0.0,0.014866,0.0,0.0,0.0,0.005348
12,0.0,0.0,0.982715,0.0,0.889044,0.0,0.659217,0.595858,0.0,0.0,0.0,0.804762,0.0,0.0,0.0,0.728885
13,0.0,0.0,0.664382,0.0,0.598519,0.0,0.828987,0.742471,0.0,0.0,0.0,0.540021,0.0,0.0,0.918505,0.48783
14,0.0,0.0,0.840495,0.0,0.759937,0.0,0.561035,0.929049,0.0,0.0,0.0,0.6871,0.0,0.0,0.337899,0.620876
15,0.0,0.0,0.003181,0.0,0.001175,0.0,0.023313,0.008612,0.0,0.17285,0.0,0.471347,0.0,0.0,0.0,0.06348
16,0.0,0.0,0.699046,0.0,0.632045,0.0,0.854858,0.773149,0.0,0.308654,0.466341,0.571127,0.0,0.0,0.04573,0.943847
17,0.0,0.0,0.854206,0.633018,0.77256,0.0,0.314485,0.945874,0.0,0.113548,0.171557,0.383368,0.0,0.0,0.016823,0.347222
18,0.0,0.0,9e-06,0.0,3e-06,0.0,0.812825,2.6e-05,0.0,0.0,0.0,0.287064,0.0,0.000196,0.0,0.100423
19,0.0,0.0,0.115604,0.08567,0.104555,0.0,0.897945,0.12801,0.0,0.015367,0.023218,0.811881,0.0,0.156636,0.002277,0.993134
20,0.0,0.0,0.042528,0.031516,0.038463,0.0,0.823446,0.047092,0.0,0.005653,0.008541,0.74251,0.0,0.057623,0.000838,0.913769
21,0.0,0.0,0.015645,0.011594,0.01415,0.0,0.785689,0.017324,0.0,0.00208,0.003142,0.968423,0.0,0.461412,0.000308,0.872423
22,0.0,0.0,0.825368,0.004265,0.741385,0.0,0.540908,0.920096,0.0,0.000765,0.001156,0.666609,0.0,0.169744,0.000113,0.600146
23,0.0,0.0,0.303636,0.001569,0.27274,0.0,0.811073,0.338484,0.0,0.000281,0.000425,0.696694,0.0,0.062445,0.915184,0.608449
24,0.0,0.0,0.928364,0.000577,0.833346,0.0,0.600087,0.536412,0.0,0.000104,0.000156,0.747549,0.0,0.022972,0.336677,0.670123
25,0.0,0.0,0.645505,0.000212,0.580778,0.0,0.797402,0.717444,0.0,3.8e-05,5.8e-05,0.985364,0.0,0.008451,0.123857,0.886271
26,0.0,0.0,0.858077,7.8e-05,0.773016,0.0,0.558518,0.952499,0.0,1.4e-05,2.1e-05,0.695048,0.0,0.003109,0.045564,0.623696
27,0.0,0.0,0.005001,0.0,0.828159,0.0,0.039239,0.01403,0.0,0.0,0.0,0.298761,0.0,0.0,0.0,0.108758
28,0.0,0.0,0.735437,1.1e-05,0.664554,0.0,0.900689,0.813879,0.0,2e-06,3e-06,0.601035,0.0,0.000421,0.006166,0.996758
29,0.0,0.0,0.270552,4e-06,0.244476,0.0,0.826384,0.29941,0.0,1e-06,1e-06,0.746515,0.0,0.000155,0.002269,0.914527
30,0.0,0.0,0.099531,1e-06,0.089938,0.0,0.753741,0.110147,0.0,0.0,0.0,0.921474,0.0,5.7e-05,0.000835,0.833154
31,0.0,0.0,0.074318,0.0,0.026974,0.0,0.559154,0.204154,0.0,0.0,0.0,0.009733,0.0,0.0,0.0,0.003501
32,0.0,0.0,0.94196,0.0,0.852173,0.0,0.631879,0.571146,0.0,0.0,0.0,0.771386,0.0,8e-06,0.000113,0.698657
33,0.0,0.0,0.636828,0.0,0.573698,0.0,0.794607,0.71168,0.0,0.0,0.0,0.975189,0.0,3e-06,0.880413,0.467598
34,0.0,0.0,0.115186,0.0,0.042055,0.0,0.854021,0.31364,0.0,0.0,0.0,0.015355,0.0,0.0,1.3e-05,0.005573
35,0.0,0.0,0.984345,0.0,0.488212,0.0,0.658211,0.595817,0.0,0.804214,0.0,0.889076,0.0,0.0,0.119151,0.727559
36,0.0,0.0,0.670055,0.0,0.605833,0.0,0.819405,0.741085,0.0,0.295854,0.447001,0.998883,0.0,0.0,0.043833,0.904704
37,0.0,0.0,0.818781,0.0,0.74052,0.0,0.548285,0.906646,0.0,0.108839,0.164442,0.670891,0.0,0.0,0.016125,0.606766
38,0.0,0.0,0.002852,0.0,0.696004,0.0,0.02837,0.008989,0.0,0.0,0.0,0.240213,0.0,0.08267,0.0,0.000128
39,0.0,0.0,0.050143,0.0,0.017789,0.0,0.40491,0.142102,0.0,0.0,0.0,0.006307,0.0,4e-06,0.0,0.002203
40,0.0,0.0,0.272726,0.0,0.245879,0.0,0.876105,0.302667,0.0,0.005419,0.008187,0.788124,0.0,0.105474,0.000803,0.97427
41,0.0,0.0,0.10033,0.0,0.090454,0.0,0.848743,0.111345,0.0,0.001993,0.003012,0.763943,0.0,0.500581,0.000295,0.942957
42,0.0,0.0,0.036909,0.0,0.033276,0.0,0.807947,0.040962,0.0,0.000733,0.001108,0.726203,0.0,0.184154,0.000109,0.899407
43,0.0,0.0,0.013578,0.0,0.012242,0.0,0.565492,0.015069,0.0,0.00027,0.784935,0.509272,0.0,0.067746,4e-05,0.940233
44,0.0,0.0,0.004995,0.0,0.004503,0.0,0.208033,0.005544,0.0,9.9e-05,0.806491,0.580749,0.0,0.024922,1.5e-05,0.948127
45,0.0,0.0,0.001838,0.0,0.001657,0.0,0.076531,0.002039,0.0,3.7e-05,0.562062,0.771705,0.0,0.009168,5e-06,0.904242
46,0.0,0.0,0.000676,0.0,0.000609,0.0,0.028154,0.00075,0.0,1.3e-05,0.748104,0.540519,0.0,0.003373,2e-06,0.874922
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596838,0.001285,0.028279,0.0,0.0,0.0,0.1301
48,0.0,0.0,0.055369,0.0,0.0,0.0,0.0,0.253214,0.0,0.000577,0.0,0.012107,0.0,0.0,0.0,0.002671
49,0.0,0.0,0.275443,0.0,3e-05,0.0,0.001402,0.320667,0.373316,0.174512,0.799752,0.589212,0.0,0.000168,0.0,0.931061
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873061,0.042654,0.0,0.0,0.0,0.192211
