timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-05
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021671
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.41453,0.0,0.0,0.0,0.026528,0.0,0.0,0.001698,0.0,0.066322,0.0,0.000679
8,0.0,0.0,0.0,0.0,0.938031,0.0,0.0,0.0,0.776923,0.0,0.0,0.194398,0.0,0.853685,0.0,0.177377
9,0.0,0.0,0.0,0.0,0.805749,0.0,0.0,0.0,0.885359,0.0,0.0,0.071515,0.0,0.972835,0.0,0.065253
10,0.0,0.0,0.0,0.0,0.756041,0.0,0.0,0.0,0.037415,0.0,0.0,0.0,0.0,0.10191,0.0,0.0
11,0.0,0.0,0.0,0.0,0.790088,0.0,0.0,0.0,0.872204,0.0,0.0,0.009679,0.0,0.958665,0.0,0.008831
12,0.0,0.0,0.008643,0.060984,0.403822,0.0,0.0,0.023699,1.2e-05,0.0,0.0,0.0,0.0,3e-05,0.0,0.0
13,0.0,0.285241,0.697697,3e-06,0.000804,0.0,0.0,1e-06,0.002399,0.0,0.0,0.0,0.0,0.116615,0.0,0.0
14,0.0,1.3e-05,0.057039,0.0,0.0,0.139518,0.0,0.341264,0.009534,0.0,0.0,0.0,0.0,0.023319,0.0,0.0
15,0.0,0.0,0.004646,0.0,0.0,0.011365,0.0,0.027799,0.000777,0.0,0.0,0.0,0.0,0.0019,0.0,0.0
16,0.0,0.043918,0.675726,0.013847,0.979308,0.497336,0.0,0.543871,0.380288,0.0,0.0,6.5e-05,0.0,0.415871,0.0,6e-05
17,0.0,0.0,0.059962,0.0,0.45755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.005944,0.277647,0.001874,0.340212,0.067307,0.0,0.073605,0.505927,0.0,0.0,9e-06,0.0,0.056282,0.0,8e-06
19,0.0,0.0,0.032833,0.0,0.0,0.080961,0.0,0.0,0.208958,0.0,0.0,0.000344,0.0,0.515252,0.0,0.0
20,0.0,0.0,0.085212,0.0,0.0,0.209551,0.0,0.0,0.643476,0.0,0.0,0.0,0.0,0.034651,0.0,0.0
21,0.0,0.000296,0.287578,9.3e-05,0.016938,0.314655,0.0,0.972667,0.352013,0.0,0.0,0.060965,0.0,0.671847,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003625,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
23,0.0,0.0,0.000325,0.69184,0.0,0.01413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.051767,0.0,0.001275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,5e-06,0.06061,0.273597,0.00031,0.396242,0.584277,0.584277,0.006447,0.0,0.0,0.001117,0.0,0.837401,0.699481,0.0
26,0.912682,2e-06,0.022297,0.100651,0.000114,0.145769,0.214944,0.214944,0.002372,0.0,0.0,0.000411,0.0,0.308063,0.257325,0.0
27,0.991614,1e-06,0.008203,0.037027,4.2e-05,0.053626,0.079073,0.079073,0.000873,0.0,0.0,0.000151,0.0,0.11333,0.094665,0.0
28,0.899907,0.524476,0.003018,0.013622,1.5e-05,0.019728,0.029089,0.029089,0.000321,0.524476,0.0,5.6e-05,0.0,0.751692,0.627889,0.0
29,0.980807,0.192944,0.00111,0.005011,6e-06,0.007257,0.010701,0.010701,0.000118,0.192944,0.0,2e-05,0.0,0.276532,0.230987,0.0
30,0.890122,0.07098,0.000408,0.001843,2e-06,0.00267,0.003937,0.003937,4.3e-05,0.07098,0.0,8e-06,0.0,0.101731,0.084976,0.0
31,0.116421,0.730409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019355,0.0,0.003218
32,0.007217,0.049378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.000199
33,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.991764,0.0,0.405709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000614,0.0,0.0
35,0.0,0.0,0.872851,0.0,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.87055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.442471,0.0,0.181005,0.0,0.0,0.0,0.000274,0.0,0.0,0.0,0.0,0.000685,0.0,0.0
38,0.0,0.0,0.963946,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.000557,0.000675,0.90976,0.0,0.114072,0.760288,0.0,0.0,0.059594,9e-06,0.0,0.0,0.0,0.06531,1e-05,0.000389
40,0.0,0.0,0.437469,0.176737,0.0,0.071401,0.0,4.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.068712,0.414219,0.0,0.169616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.138581,0.023113,0.0,0.822152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.048441,0.279985,1e-06,0.0,0.673121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.002728,0.584476,0.0,0.0,0.001135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.038365,0.0,0.005918,0.0,0.0,0.0,0.119011,0.0,0.0,0.0,0.0,0.000161,0.0,0.0
46,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,0.006982,0.0,0.0,0.006982,0.0
47,0.0,0.0,0.020061,0.0,0.0,0.0,0.0,0.020061,0.987203,0.0,0.0,0.0,0.0,0.987203,0.0,0.0
48,0.0,0.0,1e-06,0.066004,0.0,0.010655,0.0,0.066004,4.5e-05,0.0,0.0,0.0,0.0,4.5e-05,0.0,0.0
49,0.0,0.0,0.000124,3e-06,0.0,0.0,0.0,0.000124,0.005171,0.0,0.0,0.005171,0.0,0.0,0.0,0.0
50,0.0,0.0,0.014367,0.0,0.0,0.0,0.0,0.014367,0.698158,0.0,0.0,0.0,0.0,0.698158,0.0,0.0
51,0.0,0.0,1e-06,0.046679,0.0,0.007535,0.0,0.046679,3.2e-05,0.0,0.0,0.0,0.0,3.2e-05,0.0,0.0
