timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.171756,0.0,0.0,0.0,0.0,0.117965,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.06039,0.0,8e-06,0.0,0.0,0.0,0.0,5e-06,0.0,0.003097,0.0,0.002133
4,0.0,0.0,0.373588,0.0,0.277845,0.0,0.113476,0.501132,0.0,0.0,0.0,0.109291,0.0,0.206445,0.0,0.198884
5,0.0,0.0,0.137435,0.0,0.102213,0.0,0.041745,0.184356,0.0,0.0,0.0,0.040206,0.0,0.075947,0.0,0.073165
6,0.0,0.0,0.05056,0.0,0.526384,0.0,0.454134,0.067821,0.921803,0.0,0.0,0.014791,0.0,0.957208,0.0,0.026916
7,0.0,0.0,0.0186,0.0,0.47866,0.655154,0.167067,0.902208,0.339112,0.0,0.0,0.005441,0.0,0.352137,0.0,0.009902
8,0.0,0.0,0.006842,0.423678,0.46,0.241018,0.902989,0.406665,0.124752,0.0,0.0,0.002002,0.0,0.902989,0.0,0.003643
9,0.0,0.0,0.0,0.157891,0.000342,0.157891,0.033901,7.4e-05,0.735364,0.0,0.0,0.735364,0.0,0.033901,0.0,0.0
10,0.0,0.0,0.0,0.004184,0.0,0.004184,0.174738,0.000773,3.3e-05,0.0,0.0,3.3e-05,0.0,2e-06,0.0,0.0
11,0.0,0.873704,0.000341,0.873704,0.060919,0.617298,0.30899,0.179684,0.443128,0.0,0.0,0.739574,0.0,0.873704,0.873704,0.739574
12,0.0,0.321418,0.000125,0.864617,0.022411,0.864617,0.113671,0.066102,0.742485,0.0,0.638075,0.742485,0.0,0.321418,0.321418,0.272074
13,0.0,0.118243,4.6e-05,0.799197,0.799197,0.587523,0.503744,0.685235,0.931439,0.0,0.234735,0.273145,0.0,0.931439,0.118243,0.10009
