timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559972,0.0,0.0,0.0,0.904713,0.0,0.0
6,0.0,0.0,0.857857,0.0,0.0,0.0,0.0,0.534337,0.0,0.206002,0.0,0.0,0.0,0.332825,0.0,0.0
7,0.0,0.0,0.817038,0.0,0.506664,0.0,0.0,0.196572,0.0,0.075784,0.0,0.0,0.0,0.12244,0.0,0.0
8,0.0,0.0,0.300571,0.0,0.186391,0.0,0.0,0.775129,0.0,0.027879,0.0,0.0,0.0,0.045043,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.040678,0.0,0.025225,0.776887,0.0,0.271669,0.0,0.003773,0.0,0.0,0.0,0.006096,0.0,0.0
11,0.0,0.0,0.014965,0.0,0.00928,0.285801,0.0,0.746183,0.0,0.001388,0.0,0.0,0.0,0.002243,0.0,0.0
12,0.0,0.0,0.005505,0.0,0.003414,0.10514,0.719694,0.442572,0.0,0.000511,0.0,0.929606,0.0,0.000825,0.0,0.823657
13,0.0,0.0,0.79881,0.0,0.707379,0.038679,0.264761,0.901571,0.0,0.000188,0.0,0.341983,0.0,0.000303,0.0,0.303007
14,0.0,0.0,0.293866,0.0,0.996218,0.014229,0.681983,0.604906,0.0,6.9e-05,0.0,0.883625,0.0,0.000112,0.0,0.783758
15,0.0,0.0,0.755283,0.0,0.668451,0.005235,0.250888,0.962157,0.0,2.5e-05,0.0,0.325068,0.0,4.1e-05,0.0,0.288328
16,0.0,0.0,0.277853,0.0,0.937359,0.001926,0.643493,0.571065,0.0,9e-06,0.0,0.831419,0.0,1.5e-05,0.0,0.737451
17,0.0,0.0,0.709723,0.0,0.628623,0.000708,0.236728,0.902046,0.0,3e-06,0.0,0.305862,0.0,6e-06,0.0,0.271293
18,0.0,0.0,0.261092,0.0,0.990794,0.000261,0.602872,0.535016,0.0,1e-06,0.0,0.780016,0.0,2e-06,0.0,0.691859
19,0.0,0.0,0.664667,0.0,0.588362,9.6e-05,0.221784,0.952801,0.0,0.0,0.0,0.286952,0.0,1e-06,0.0,0.254521
20,0.0,0.0,1e-06,0.0,0.0,0.0,0.003185,0.000975,0.0,0.0,0.0,0.0,0.0,0.396171,0.0,0.010401
21,0.0,0.007831,0.0,0.0,0.0,0.311598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.0
22,0.0,4.7e-05,0.0,0.0,0.002769,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.816595,0.049981,0.004478,0.0,0.0751,0.511704,0.010307,0.009156,0.0,0.0,0.0,0.001933,0.0,0.016696,0.0,0.011602
25,0.06797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.281149,0.448668,0.723208,0.0,0.010164,0.069252,0.001395,0.001239,0.0,0.0,0.0,0.000262,0.0,0.00226,0.0,0.00157
27,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.017998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.038049,0.060721,0.097876,0.0,0.001376,0.009372,0.000189,0.246166,0.39423,0.0,0.0,3.5e-05,0.0,0.629126,0.0,0.000212
29,0.005008,0.608517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.216605,0.350052,0.567648,0.0,0.000186,0.001268,2.6e-05,0.908121,0.053353,0.0,0.0,5e-06,0.0,0.085143,0.0,2.9e-05
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.099326,0.000932,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.051474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.694208,0.006411,0.273442,0.436368,3e-06,2.3e-05,0.0,0.042206,0.000977,0.0,0.0,0.0,0.0,0.001559,0.0,1e-06
35,0.000122,0.012993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,1e-06,0.721307,6.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.054957,0.087656,0.567907,0.906285,0.0,1e-06,0.0,0.002101,4.9e-05,0.0,0.0,0.0,0.0,7.8e-05,0.0,0.0
38,0.843381,0.032247,0.208921,0.333404,0.0,0.0,0.0,0.000773,1.8e-05,0.0,0.0,0.0,0.0,2.9e-05,0.0,0.0
39,0.789727,0.011863,0.076858,0.122652,0.0,0.0,0.0,0.000284,7e-06,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0
40,0.098597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4e-06,0.002569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005349,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508739,0.0,0.0
44,0.0,0.0,0.0,0.002628,0.0,0.321094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,0.0
45,0.005345,0.010088,0.000191,0.527191,0.0,0.328374,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.126491,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.001151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000728
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000454
49,9.8e-05,0.000185,3e-06,0.009656,0.0,0.006014,0.025306,0.0,0.0,0.0,0.0,0.0,0.0,0.442469,0.0,0.170395
50,3.6e-05,6.8e-05,1e-06,0.003552,0.0,0.002213,0.009309,0.422087,0.0,0.0,0.0,0.0,0.0,0.162775,0.0,0.062685
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
