timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340893,0.0,0.0,0.984409,0.0,0.340893,0.0,0.967625
3,0.0,0.0,0.0,0.0,0.0,0.0,0.000825,0.0,0.0,0.0,0.0,0.013071,0.0,0.000588,0.013071,0.701468
4,0.0,0.0,0.0,0.0,0.0,0.0,0.485338,0.0,0.0,0.0,0.0,0.409811,0.0,0.34604,0.29219,0.019403
5,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05,0.0,0.0,0.0,0.0,0.000344,0.0,1.6e-05,0.000344,0.072354
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179493
7,0.0,0.499669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499669,0.0,0.029147
8,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091431,0.091431,0.005979
9,0.0,0.126264,0.0,0.0,0.0,0.0,0.847272,0.0,0.496028,0.0,0.0,0.496028,0.0,0.847272,0.647291,0.220478
10,0.0,0.034279,0.0,0.0,0.0,0.0,9e-06,0.0,0.580834,0.0,0.0,0.580834,0.0,0.580834,1e-06,0.002234
11,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.114711,0.0,0.0,0.114711,0.0,0.114711,0.000421,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434239,0.0,0.0,0.02514,0.0,0.02514,0.434239,0.001411
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,1e-06,0.0,1e-06,2e-05,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.007348
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02634,0.02634,0.451545
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005591,0.005591,0.095117
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021261,0.021261,0.303462
19,0.0,0.0,0.0,0.0,0.0,0.0,0.802382,0.0,0.0,0.0,0.0,0.802382,0.0,0.802382,0.802382,0.003396
20,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-05,0.0,0.000573,0.0,0.0,0.000573,0.0,3.6e-05,3.6e-05,0.125525
21,0.0,0.0,0.0,0.0,0.0,0.0,0.021272,0.0,0.327876,0.0,0.0,0.327876,0.0,0.021272,0.021272,9.2e-05
22,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,1.5e-05,0.0,0.0,1.5e-05,0.0,1e-06,1e-06,0.664706
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373003
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019505,0.0,0.0,0.310268,0.0,0.019505,0.310268,6.5e-05
25,0.0,0.0,0.0,0.0,0.0,0.0,0.05358,0.0,0.782869,0.000235,0.0,0.782869,0.0,0.05358,0.003591,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.00772,0.0,0.124034,0.0,0.0,0.124034,0.0,0.00772,0.000512,0.0
27,0.0,0.001406,0.0,0.0,0.0,0.0,0.0,0.0,0.380283,0.0,0.0,0.023827,0.0,0.023827,0.380283,9e-05
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077753,0.0,0.0,0.004738,0.0,0.004738,0.077753,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017934,0.0,0.0,0.001038,0.0,0.30437,0.30437,5.8e-05
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.953553,0.953553,0.237096
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220669,0.220669,1.1e-05
32,0.0,0.556126,0.63935,0.0,0.969362,0.0,0.001524,0.0,0.033303,0.000395,0.0,0.025047,0.0,0.483556,0.420302,0.117193
33,0.0,0.204587,0.235204,0.0,0.930999,0.0,0.000561,0.0,0.012252,0.000145,0.0,0.009214,0.0,0.17789,0.15462,0.043113
34,0.0,0.678011,0.086527,0.0,0.450078,0.515946,0.000206,0.893759,0.893759,5.4e-05,0.0,0.00339,0.0,0.893759,0.056882,0.893759
35,0.0,0.76863,0.883443,0.0,0.165574,0.189806,0.437182,0.328796,0.328796,2e-05,0.437182,0.001247,0.0,0.668537,0.581298,0.328796
36,0.0,0.282763,0.325,0.0,0.97823,0.069826,0.16083,0.120957,0.120957,7e-06,0.16083,0.000459,0.0,0.245941,0.213848,0.120957
37,0.0,0.517146,0.0,0.0,0.008593,0.033673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.3e-05,0.426412,0.0,0.0,2e-06,0.006233,0.000361,0.000361,0.0,0.006233,0.0,0.0,0.107656,0.107656,0.000361
39,0.0,0.0,0.304577,0.019724,0.0,0.019724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,5e-06,0.0
40,0.0,0.0,0.014133,0.920747,0.0,0.920747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.163831,0.648911,0.0,0.648911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.000456,0.029151,0.029151,0.007201,0.0,0.0,0.029151,0.0,0.508846,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,1e-06,0.000369,0.0,0.116348,0.006618,0.006618,0.0,2.3e-05,0.116348,0.0,0.006618,0.000369,0.006618
44,0.0,0.0,0.0,0.001411,0.40521,0.0,5e-06,8.4e-05,0.001411,0.0,0.025331,0.40521,0.0,8.4e-05,0.40521,0.0
45,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.093971,0.000333,0.000333,0.0,1e-06,0.093971,0.0,0.000333,0.093971,0.000333
46,0.0,0.0,0.0,7.1e-05,0.020545,0.360368,0.360368,0.0,7.1e-05,0.0,0.001282,0.020545,0.0,0.0,0.020545,7.1e-05
47,0.0,0.0,0.0,0.0,1e-06,1.6e-05,1.6e-05,0.0,0.081108,0.0,0.0,0.081108,0.0,0.004621,1e-06,0.000274
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,0.001188,0.0,6.6e-05,0.0,0.367148,0.367148,0.020586
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000293,0.0,0.0,0.0,0.0,0.094586,0.094586,0.005303
50,0.0,0.387628,0.000155,0.007048,0.012419,0.016539,0.016539,0.003025,0.16308,0.069006,0.00941,0.051695,0.0,0.922031,0.689713,0.217852
51,0.0,0.111947,0.0,0.0,0.000352,0.111947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,1e-06,0.0
52,0.0,5e-06,0.0,0.0,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025232,0.025232,0.434243
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005379,0.005379,0.092208
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001142,0.001142,0.330437
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004342,0.004342,0.949395
56,0.0,0.0,0.0,0.0,0.0,0.0,0.170809,0.0,0.0,0.0,0.0,0.170809,0.0,0.170809,0.170809,0.000723
57,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.000122,0.0,0.0,0.000122,0.0,8e-06,8e-06,0.449315
58,0.0,0.0,0.0,0.0,0.0,0.0,0.004714,0.0,0.073027,0.0,0.0,0.073027,0.0,0.004714,0.004714,2e-05
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,3e-06,0.0,0.0,0.0,0.622999
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428763
61,0.0,0.005852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093091,0.093091,0.000341
62,0.0,0.0,0.0,0.0,7e-05,0.0,0.334837,0.019593,0.001175,0.334837,0.0,0.019593,0.0,0.019593,0.019593,0.0
63,0.0,0.0,0.0,0.0,0.072279,0.0,0.004349,0.000253,0.0,1.5e-05,0.004349,0.072279,0.0,0.000253,0.072279,0.0
64,0.0,0.029775,0.0,0.0,0.502278,2e-06,0.21357,0.894389,0.671462,0.121309,0.21357,0.894389,0.0,0.894389,0.894389,0.02241
65,0.0,0.0,0.0,0.0,0.0,0.0,0.000275,1.5e-05,1e-06,0.0,0.0,0.000275,0.0,0.004978,0.004978,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340858,0.340858,0.085038
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000268,0.000268,6.4e-05
68,0.0,0.000545,0.0,0.0,0.0092,0.0,0.021931,0.016381,0.012298,0.002222,0.003912,0.021931,0.0,0.89506,0.161641,0.140155
69,0.0,0.000201,0.0,0.0,0.003384,0.0,0.925872,0.006026,0.558781,0.000817,0.001439,0.925872,0.0,0.925872,0.059464,0.05156
70,0.0,0.0,0.0,0.0,0.0,0.0,0.573183,0.0,0.0,0.0,0.0,0.573183,0.0,2.1e-05,0.0,0.573183
71,0.0,0.0,0.0,0.0,0.0,0.0,0.666583,0.0,0.0,0.0,0.0,0.004036,0.0,0.004036,0.0,2.6e-05
72,0.0,1e-05,0.0,0.0,0.000168,0.0,0.973293,0.0003,0.02782,4.1e-05,7.2e-05,0.973293,0.0,0.973293,0.002961,0.588677
